3	0
-2	3
-7	3
-8	3
-7	3
-7	2
-6	3
-5	3
-5	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	4
-6	6
-6	10
-6	13
-6	19
-5	24
-6	29
-7	27
-6	15
-4	-2
1	-17
5	-27
10	-37
11	-40
5	-40
-5	-35
-11	-19
-10	-1
-9	5
-11	16
-13	26
-15	37
-17	43
-18	41
-14	33
-8	21
-5	7
-1	-9
1	-22
2	-29
-1	-33
-7	-28
-6	-19
-6	-12
-7	-4
-8	2
-9	8
-10	12
-9	10
-8	7
-11	1
-6	14
-3	23
-4	24
-4	29
-3	33
-4	30
-7	26
-9	32
-10	31
-8	32
-6	19
-5	-1
-5	-23
-1	-40
2	-45
3	-43
3	-37
0	-31
-5	-26
-6	-21
-5	-16
-5	-3
-7	15
-8	42
-7	62
-9	65
-7	61
-7	50
-8	37
-5	34
-5	31
-5	24
-5	7
-5	-15
-6	-37
-7	-42
-6	-40
-6	-37
-5	-34
-6	-36
-6	-33
-5	-32
-5	-26
-6	-8
-7	29
-7	60
-8	64
-10	55
-7	45
-6	42
-6	45
-5	48
-5	37
-5	13
-5	-17
-6	-44
-6	-60
-5	-62
-6	-47
-4	-37
-6	-34
-6	-30
-6	-23
-7	-6
-8	14
-8	42
-8	64
-7	65
-9	52
-6	44
-6	39
-5	34
-4	21
-4	-3
-5	-31
-7	-55
-6	-65
-7	-59
-6	-48
-6	-39
-7	-32
-7	-28
-7	-18
-7	7
-7	35
-8	65
-9	77
-11	76
-7	74
-8	61
-8	45
-5	27
-6	-5
-6	-36
-6	-65
-5	-79
-4	-69
-3	-56
-5	-42
-7	-25
-6	-14
-7	0
-9	26
-9	64
-9	88
-10	82
-12	67
-9	56
-8	39
-5	21
-4	-3
-5	-44
-5	-73
-5	-81
-5	-71
-4	-52
-4	-36
-6	-23
-6	-13
-8	-6
-9	14
-8	49
-9	83
-10	86
-11	75
-7	61
-8	46
-8	34
-3	13
-5	-20
-5	-52
-5	-74
-5	-73
-3	-64
-3	-49
-4	-33
-5	-24
-8	-10
-10	7
-9	36
-10	60
-10	76
-8	78
-9	70
-8	58
-6	42
-6	20
-4	-7
-4	-24
-4	-29
-4	-30
-3	-29
-2	-21
-2	-15
-2	-7
0	-2
1	-2
3	1
5	2
7	-11
9	-19
10	-19
9	-23
11	-24
12	-17
11	-13
11	-15
9	-16
8	-15
4	-13
0	-11
-1	-5
-3	-3
-5	-2
-4	-2
-5	-1
-6	1
-5	2
-2	3
-1	3
0	2
-3	4
-5	3
-7	2
-8	3
-7	3
-6	5
-6	6
-6	-2
-6	-4
-6	-4
-6	-5
-7	-5
-7	-5
-6	-4
-6	-4
-6	-4
-7	-4
-6	-4
-6	-3
-6	4
-5	3
-6	3
-6	3
-6	3
-6	3
-6	2
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-7	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
